"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L265","void init()","org.eclipse.sed.ifl.control.ViewlessControl.init()V","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","30","2","41","3","0","0","0","0","0","0","0","0","92.3203","13.3","2012.34","159.392","33","24","111.797","151.304","106.908","62.5192","108.396","63.3897","3","1","1","4","1","0.166667","2","0","0.166667","2","10","12","5","0","10","12","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L275","void teardown()","org.eclipse.sed.ifl.control.ViewlessControl.teardown()V","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","43","2","50","3","0","0","0","0","0","0","0","0","61.303","10.5","1182.17","111.803","27","18","65.6763","112.588","112.29","65.6665","86.5025","50.5862","2","1","1","4","1","0","0","0","0","0","8","8","4","0","8","8","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1746","BasicIflMethodScoreHandler(IMavenExecutor executor)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.<init>(Lorg/eclipse/sed/ifl/bi/faced/execution/IMavenExecutor;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","18","2","20","3","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1749","void init(Iterable<IMethodDescription> initialMethods)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.init(Ljava/lang/Iterable;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","22","2","25","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","156.223","91.3586","1","0","0","0","0","0.25","1","0","0.25","1","3","4","0","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1751","void updateScore(IUserFeedback feedback)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.updateScore(Lorg/eclipse/sed/ifl/model/user/interaction/IUserFeedback;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","27","2","31","3","0","0","0","0","0","0","0","0","61.303","12.25","1379.2","123.904","27","18","76.6224","112.588","123.749","72.3676","134.868","78.8702","1","0","0","0","4","0.2","1","0","0.2","1","4","5","1","1","4","5","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1230","INonGenericListenerCollection<List<IMethodDescription>> eventHighLightRequested()","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.eventHighLightRequested()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","35","2","37","3","0","0","0","0","0","0","0","0","21.6515","3.5","110.947","23.0893","10","9","6.16374","31.6992","135","78.9472","119.164","69.6868","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1766","void updateMethod(IMethodDescription method)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.updateMethod(Lorg/eclipse/sed/ifl/model/source/IMethodDescription;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","39","2","42","3","0","0","0","0","0","0","0","0","33.2842","4.5","193.588","33.4646","12","12","10.7549","43.0196","128.751","75.2932","110.15","64.4152","1","0","0","0","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1768","void addMethod(IMethodDescription method)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.addMethod(Lorg/eclipse/sed/ifl/model/source/IMethodDescription;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","44","2","47","3","0","0","0","0","0","0","0","0","33.2842","4.5","193.588","33.4646","12","12","10.7549","43.0196","128.751","75.2932","110.15","64.4152","1","0","0","0","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1770","void removeMethod(IMethodDescription method)","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.removeMethod(Lorg/eclipse/sed/ifl/model/source/IMethodDescription;)V","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","49","2","52","3","0","0","0","0","0","0","0","0","33.2842","4.5","193.588","33.4646","12","12","10.7549","43.0196","128.751","75.2932","110.15","64.4152","1","0","0","0","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1207","Iterable<Option> getProvidedOptions()","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.getProvidedOptions()Ljava/lang/Iterable;","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","66","2","69","3","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","130.887","76.5422","113.231","66.2171","1","0","0","1","0","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L272","void init()","org.eclipse.sed.ifl.general.IDisposable.init()V","L570","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\general\IDisposable.java","4","2","4","14","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","2","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L277","void teardown()","org.eclipse.sed.ifl.general.IDisposable.teardown()V","L570","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\general\IDisposable.java","5","2","5","18","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","2","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1791","void setParent(Composite parent)","org.eclipse.sed.ifl.general.IEmbeddable.setParent(LComposite;)V","L1790","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\general\IEmbeddable.java","6","2","6","35","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","4","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1794","void embed(IEmbeddable embedded)","org.eclipse.sed.ifl.general.IEmbedee.embed(Lorg/eclipse/sed/ifl/general/IEmbeddable;)V","L1793","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\general\IEmbedee.java","4","2","4","35","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1924","void start(BundleContext context)","org.eclipse.sed.ifl.ide.Activator.start(LBundleContext;)V","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","27","2","31","3","0","0","0","0","0","0","0","0","59.7154","7.8","748.085","82.4076","23","18","41.5603","95.9083","120.967","70.7412","128.476","75.1324","1","0","0","0","0","0.166667","1","1","0.166667","1","5","5","3","1","5","5","3","0","0","2","2","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0"
"L1928","void stop(BundleContext context)","org.eclipse.sed.ifl.ide.Activator.stop(LBundleContext;)V","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","33","2","43","3","0","0","0","0","0","0","0","0","102.706","10.2","1988.49","158.131","41","27","110.472","194.95","104.046","60.8455","74.711","43.6906","3","1","1","0","2","0","0","0","0","0","11","11","7","1","11","11","7","0","0","2","2","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0"
"L628","Activator getDefault()","org.eclipse.sed.ifl.ide.Activator.getDefault()Lorg/eclipse/sed/ifl/ide/Activator;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","45","2","47","3","0","0","0","0","0","0","0","0","13.6096","2.5","49.1287","13.414","7","7","2.72937","19.6515","137.486","80.4012","122.751","71.7845","1","0","0","14","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1937","ImageDescriptor getImageDescriptor(String path)","org.eclipse.sed.ifl.ide.Activator.getImageDescriptor(LString;)LImageDescriptor;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","49","2","51","3","0","0","0","0","0","0","0","0","20.2647","4","126.797","25.239","10","9","7.04428","31.6992","135","78.9472","119.164","69.6868","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1943","SessionControl getSession()","org.eclipse.sed.ifl.ide.Activator.getSession()Lorg/eclipse/sed/ifl/control/session/SessionControl;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","57","2","59","3","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1932","void deactivateSession()","org.eclipse.sed.ifl.ide.Activator.deactivateSession()V","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","61","2","66","3","0","0","0","0","0","0","0","0","40.139","5.4","411.194","55.2966","20","14","22.8441","76.1471","122.167","71.4428","130.207","76.1447","1","0","0","1","1","0.166667","1","0","0.166667","1","5","6","3","0","5","6","3","0","0","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1945","Boolean isSessionActive()","org.eclipse.sed.ifl.ide.Activator.isSessionActive()Ljava/lang/Boolean;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","68","2","70","3","0","0","0","0","0","0","0","0","16.3645","2.5","60","15.3262","8","8","3.33333","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1946","void setSession(SessionControl newSession)","org.eclipse.sed.ifl.ide.Activator.setSession(Lorg/eclipse/sed/ifl/control/session/SessionControl;)V","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","72","2","81","3","0","0","0","0","0","0","0","0","83.0586","15.75","2388.03","178.659","34","22","132.668","151.621","107.127","62.6473","79.0543","46.2306","2","1","1","1","3","0","0","0","0","0","10","10","5","1","10","10","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1956","void setLogOnlyMode(LogOnlyModeControl value)","org.eclipse.sed.ifl.ide.Activator.setLogOnlyMode(Lorg/eclipse/sed/ifl/control/monitor/LogOnlyModeControl;)V","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","85","2","87","3","0","0","0","0","0","0","0","0","16.3645","3.33333","90","20.083","9","8","5","27","135.834","79.4352","120.368","70.3908","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1958","boolean isLogOnlyModeActive()","org.eclipse.sed.ifl.ide.Activator.isLogOnlyModeActive()Z","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","89","2","91","3","0","0","0","0","0","0","0","0","16.3645","2.5","60","15.3262","8","8","3.33333","24","136.447","79.7933","121.252","70.9075","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1959","LogOnlyModeControl getLogOnlyMode()","org.eclipse.sed.ifl.ide.Activator.getLogOnlyMode()Lorg/eclipse/sed/ifl/control/monitor/LogOnlyModeControl;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","93","2","95","3","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3317","void init()","org.eclipse.sed.ifl.model.EmptyModel.init()V","L3315","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\EmptyModel.java","5","2","7","3","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","142.159","83.1341","129.494","75.7273","1","0","0","1","0","0","0","0","0","0","3","3","0","0","3","3","0","0","0","2","1","1","0","0","1","0","0","0","2","1","0","0","0","0","0","0"
"L3318","void teardown()","org.eclipse.sed.ifl.model.EmptyModel.teardown()V","L3315","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\EmptyModel.java","9","2","11","3","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","142.159","83.1341","129.494","75.7273","1","0","0","1","0","0","0","0","0","0","3","3","0","0","3","3","0","0","0","2","1","1","0","0","1","0","0","0","2","1","0","0","0","0","0","0"
"L4245","Maps()","org.eclipse.sed.ifl.util.Maps.<init>()V","L4244","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\util\Maps.java","12","5","13","6","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","148.728","86.9754","138.97","81.269","1","0","0","0","0","0","0","0","0","0","2","2","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
